timestamps,eeg_1,eeg_2,eeg_3,eeg_4,note
1751406997.0410655,731.94775,733.5409,732.8328,1044.7292,
1751406997.0449560,733.7179,732.9213,732.7443,959.5862,
1751406997.0488465,719.1143,728.76154,723.6282,575.9995,
1751406997.0527370,711.8568,725.30975,720.3534,357.8313,
1751406997.0566275,717.60974,728.58453,722.12354,638.83905,
1751406997.0605180,732.8328,731.77075,727.3454,1022.42566,
1751406997.0644085,739.29376,729.5581,729.02704,993.13007,
1751406997.0682991,725.22125,727.61096,722.47754,625.20905,
1751406997.0721896,712.8304,725.30975,718.31775,370.93024,
1751406997.0760801,727.87646,731.4167,722.21204,602.90546,
1751406997.0799706,743.7191,735.2225,728.76154,998.7945,
1751406997.0838611,738.93976,728.93854,728.85004,1019.23944,
1751406997.0877516,728.319,730.5317,726.0178,679.28644,
1751406997.0916421,717.4327,730.3546,726.2833,377.3027,
1751406997.0955327,717.69824,729.29254,730.8857,537.4107,
1751406997.0994232,738.1432,731.2397,735.0455,955.1608,
1751406997.1033137,747.5249,728.319,734.4259,1046.2339,
1751406997.1072042,729.9121,730.2661,726.7259,733.36383,
1751406997.1110947,715.6626,728.93854,714.866,392.87982,
1751406997.1149852,720.70746,726.7259,717.3442,489.9713,
1751406997.1188757,739.9133,731.0627,727.87646,913.0318,
1751406997.1227663,749.82605,730.6202,731.4167,1064.9972,
1751406997.1266568,734.51447,724.3362,728.93854,786.37915,
1751406997.1305473,719.9109,724.95575,722.7431,426.86627,
1751406997.1344378,720.88446,733.36383,721.41547,455.0113,
1751406997.1383283,735.84204,736.9926,728.58453,866.4774,
1751406997.1422188,746.37427,733.8949,734.3374,1077.5652,
1751406997.1461091,740.9754,731.2397,731.2397,847.6256,
1751406997.1499996,724.86725,723.7167,723.8052,461.8263,
1751406997.1538901,718.5833,720.2649,722.8316,415.1834,
1751406997.1577806,736.37305,730.1776,729.8236,811.24945,
1751406997.1616712,749.3835,734.2489,734.69147,1071.5468,
1751406997.1655617,739.9133,727.3454,733.0098,887.6305,
1751406997.1694522,724.0707,724.3362,727.69946,505.81396,
1751406997.1733427,721.06146,725.8408,724.4247,394.0304,
1751406997.1772332,735.0455,729.20404,730.7087,751.7732,
1751406997.1811237,747.8789,732.7443,735.3995,1061.3685,
1751406997.1850142,745.84326,732.6558,732.03625,933.38824,
1751406997.1889048,726.9029,728.496,726.1948,551.1292,
1751406997.1927953,713.98096,726.5489,725.48676,377.83374,
1751406997.1966858,727.69946,725.04425,734.60297,697.6073,
1751406997.2005763,745.93176,726.9029,742.92255,1052.6948,
1751406997.2044668,742.74554,730.4431,738.2317,978.61505,
1751406997.2083573,723.6282,727.3454,730.3546,601.3123,
1751406997.2122478,713.62695,720.97296,728.93854,372.0808,
1751406997.2161384,725.30975,719.7339,734.0719,637.954,
1751406997.2200289,739.8248,722.30054,737.4351,1022.6027,
1751406997.2239194,741.3294,727.61096,733.8064,1010.3003,
1751406997.2278099,728.67303,730.5317,729.20404,655.3012,
1751406997.2317004,716.8132,729.11554,725.5753,381.728,
1751406997.2355909,723.4511,730.4431,728.76154,587.2398,
1751406997.2394814,741.949,734.77997,736.37305,993.66113,
1751406997.2433720,747.17084,734.2489,734.2489,1039.596,
1751406997.2472625,735.0455,726.4603,726.0178,711.14874,
1751406997.2511530,726.0178,722.6546,724.86725,399.2523,
1751406997.2550435,728.319,730.7087,730.9742,531.74634,
1751406997.2589340,740.5329,734.77997,735.66504,946.0447,
1751406997.2628245,748.587,731.50525,736.6386,1054.1995,
1751406997.2667150,739.11676,727.61096,730.7972,759.56177,
1751406997.2706056,726.6374,725.6638,726.5489,422.52945,
1751406997.2744961,720.88446,726.8144,729.20404,490.67935,
1751406997.2783866,729.38104,731.59375,734.60297,906.2168,
1751406997.2822771,739.47076,734.4259,740.00183,1069.5996,
1751406997.2861676,732.30176,726.5489,733.5409,807.44366,
1751406997.2900581,720.3534,724.86725,724.1592,442.88593,
1751406997.2939487,718.5833,732.8328,724.69025,442.6204,
1751406997.2978392,730.6202,732.7443,733.0983,851.43134,
1751406997.3017294,746.37427,724.51324,738.3202,1078.0962,
1751406997.3056200,740.5329,724.77875,730.6202,858.6889,
1751406997.3095105,723.4511,732.8328,724.1592,478.6425,
1751406997.3134010,720.97296,732.6558,724.69025,411.37766,
1751406997.3172915,731.1512,730.6202,730.7972,795.67236,
1751406997.3211820,741.3294,730.1776,733.45233,1069.2456,
1751406997.3250725,735.311,728.85004,729.11554,897.5432,
1751406997.3289630,722.03503,729.11554,722.12354,525.28534,
1751406997.3328536,716.0166,729.46954,720.61896,394.0304,
1751406997.3367441,717.4327,729.8236,727.96497,731.3282,
1751406997.3406346,735.311,724.60175,729.02704,1058.4478,
1751406997.3445251,739.9133,713.71545,725.39825,944.09753,
1751406997.3484156,725.8408,716.1936,724.1592,567.85693,
1751406997.3523061,723.8052,725.22125,719.4683,385.00275,
1751406997.3561966,725.9293,732.03625,726.2833,682.9152,
1751406997.3600872,732.9213,737.3466,737.7007,1033.9315,
1751406997.3639777,753.89734,733.36383,736.9041,989.67834,
1751406997.3678682,755.4019,729.8236,730.0891,643.9724,
1751406997.3717587,714.9545,727.2569,726.7259,382.8786,
1751406997.3756492,687.075,722.12354,727.52246,587.6824,
1751406997.3795397,688.2256,719.7339,732.9213,958.9666,
1751406997.3834302,672.11743,713.71545,733.6294,947.6378,
1751406997.3873208,638.75055,696.36816,726.2833,581.2214,
1751406997.3912113,607.06525,692.2084,721.504,282.8664,
1751406997.3951018,588.92145,703.36017,723.2741,439.08014,
1751406997.3989923,594.6744,703.09467,732.30176,822.8438,
1751406997.4028828,578.38916,698.3153,733.6294,873.0269,
1751406997.4067733,549.80164,700.528,729.38104,543.25214,
1751406997.4106638,540.5085,695.3061,728.76154,229.23152,
1751406997.4145544,545.1993,691.67737,721.41547,350.39676,
1751406997.4184449,561.48444,698.1383,729.11554,758.6767,
1751406997.4223354,562.8121,696.45667,739.5593,873.2039,
1751406997.4262259,555.112,695.57166,732.39026,594.0548,
1751406997.4301164,545.55334,698.4923,725.7523,266.13867,
1751406997.4340069,546.5269,699.0234,723.7167,326.67703,
1751406997.4378974,575.11444,698.4038,725.9293,736.5501,
1751406997.4417880,598.0376,694.1555,731.59375,920.4663,
1751406997.4456785,602.72845,700.882,730.3546,690.43823,
1751406997.4495690,591.3111,711.8568,724.0707,337.47482,
1751406997.4534595,595.55945,714.24646,718.14075,335.61618,
1751406997.4573500,628.8378,718.49475,725.30975,738.1432,
1751406997.4612403,650.25635,719.7339,730.8857,969.49884,
1751406997.4651308,651.584,715.9281,724.4247,781.59985,
1751406997.4690213,652.64606,716.63617,717.52124,429.43295,
1751406997.4729118,664.15186,720.0879,719.6454,370.13367,
1751406997.4768023,686.6325,721.5925,724.69025,738.3202,
1751406997.4806929,707.34296,726.9914,729.29254,1021.71765,
1751406997.4845834,710.3522,730.0006,727.3454,881.96606,
1751406997.4884739,705.1303,723.6282,721.41547,519.4439,
1751406997.4923644,711.14874,725.7523,719.8224,387.74643,
1751406997.4962549,723.1856,730.7972,718.9373,718.40625,
1751406997.5001454,739.7363,723.1856,727.61096,1038.1798,
1751406997.5040359,747.08234,728.319,730.3546,943.38947,
1751406997.5079265,730.5317,736.37305,721.504,582.6375,
1751406997.5118170,721.14996,735.2225,717.52124,389.16254,
1751406997.5157075,730.8857,739.47076,722.30054,673.0025,
1751406997.5195980,749.118,737.7892,730.0891,1028.9751,
1751406997.5234885,755.933,731.50525,730.7087,990.03235,
1751406997.5273790,743.6306,732.8328,724.51324,643.7069,
1751406997.5312696,733.2753,733.1868,717.69824,406.86383,
1751406997.5351601,742.3915,733.36383,721.32697,633.6172,
1751406997.5390506,760.53534,732.47876,732.8328,1016.9383,
1751406997.5429411,765.31464,734.86847,732.8328,1033.135,
1751406997.5468316,749.118,733.36383,724.1592,697.8728,
1751406997.5507221,737.0811,734.2489,717.3442,417.92712,
1751406997.5546126,743.9846,738.4087,724.4247,588.83295,
1751406997.5585032,757.34906,735.93054,733.9834,979.5886,
1751406997.5623937,761.6859,737.3466,734.69147,1053.757,
1751406997.5662842,753.98584,738.1432,729.20404,753.01227,
1751406997.5701747,739.7363,736.01904,717.52124,433.2387,
1751406997.5740652,738.3202,734.60297,722.21204,535.46356,
1751406997.5779557,754.8709,736.6386,732.47876,935.95496,
1751406997.5818462,762.3054,735.93054,729.38104,1066.2363,
1751406997.5857368,755.0479,723.8052,724.77875,799.3896,
1751406997.5896273,738.3202,727.3454,724.95575,460.4987,
1751406997.5935178,740.44434,739.02826,723.7167,499.2645,
1751406997.5974083,765.49164,741.2409,729.7351,901.34894,
1751406997.6012988,765.40314,734.1604,736.28455,1077.4767,
1751406997.6051893,744.2501,726.7259,728.4075,835.0577,
1751406997.6090798,732.7443,724.69025,723.4511,484.92645,
1751406997.6129704,731.0627,727.3454,726.3718,458.55154,
1751406997.6168606,738.3202,727.87646,730.7087,835.4117,
1751406997.6207511,751.7732,727.4339,738.0547,1073.4054,
1751406997.6246417,746.28577,725.9293,735.57654,886.47986,
1751406997.6285322,726.8144,726.3718,726.2833,519.1784,
1751406997.6324227,721.14996,728.67303,723.9822,429.34445,
1751406997.6363132,736.7271,730.0891,729.02704,782.04236,
1751406997.6402037,757.08356,729.7351,732.21326,1067.387,
1751406997.6440942,751.6847,729.29254,729.9121,929.22845,
1751406997.6479847,732.03625,726.7259,723.9822,557.32465,
